Latin Name,Bird Name,French Name,Difficulty,View Count,URL anglais,URL français,Image Low,Image High,Sound URL,Score
Calidris ruficollis,Red-necked Stint,Bécasseau à col roux,3,335,https://en.wikipedia.org/wiki/Red-necked_Stint,https://fr.wikipedia.org/wiki/B%C3%A9casseau_%C3%A0_col_roux,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Red-necked_Stint_-_Boat_Harbour.jpg/500px-Red-necked_Stint_-_Boat_Harbour.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Red-necked_Stint_-_Boat_Harbour.jpg/1024px-Red-necked_Stint_-_Boat_Harbour.jpg,https://xeno-canto.org/950071/download,0
Calidris subminuta,Long-toed Stint,Bécasseau à longs doigts,3,228,https://en.wikipedia.org/wiki/Long-toed_Stint,https://fr.wikipedia.org/wiki/B%C3%A9casseau_%C3%A0_longs_doigts,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Calidris_subminuta_-_Pak_Thale.jpg/500px-Calidris_subminuta_-_Pak_Thale.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Calidris_subminuta_-_Pak_Thale.jpg/1024px-Calidris_subminuta_-_Pak_Thale.jpg,https://xeno-canto.org/950064/download,0
Calidris subruficollis,Buff-breasted Sandpiper,Bécasseau rousset,3,10,https://en.wikipedia.org/wiki/Buff-breasted_Sandpiper,https://fr.wikipedia.org/wiki/B%C3%A9casseau_rousset,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Tryngites_subruficollis_-USA-8.jpg/500px-Tryngites_subruficollis_-USA-8.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Tryngites_subruficollis_-USA-8.jpg/1024px-Tryngites_subruficollis_-USA-8.jpg,https://xeno-canto.org/747826/download,0
Calidris temminckii,Temminck's Stint,Bécasseau de Temminck,3,1,https://en.wikipedia.org/wiki/Temminck%27s_Stint,https://fr.wikipedia.org/wiki/B%C3%A9casseau_de_Temminck,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Temmincks_Stint.jpg/500px-Temmincks_Stint.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Temmincks_Stint.jpg/1024px-Temmincks_Stint.jpg,https://xeno-canto.org/903063/download,0
Calidris tenuirostris,Great Knot,Bécasseau de l'Anadyr,3,1,https://en.wikipedia.org/wiki/Great_Knot,https://fr.wikipedia.org/wiki/B%C3%A9casseau_de_l%27Anadyr,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Calidris_tenuirostris_-_Laem_Phak_Bia.jpg/500px-Calidris_tenuirostris_-_Laem_Phak_Bia.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Calidris_tenuirostris_-_Laem_Phak_Bia.jpg/1024px-Calidris_tenuirostris_-_Laem_Phak_Bia.jpg,https://xeno-canto.org/396375/download,0
Calliope calliope,Siberian Rubythroat,Rossignol calliope,3,526,https://en.wikipedia.org/wiki/Siberian_Rubythroat,https://fr.wikipedia.org/wiki/Rossignol_calliope,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Luscinia_calliope_-_Pak_Chong_2.jpg/500px-Luscinia_calliope_-_Pak_Chong_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Luscinia_calliope_-_Pak_Chong_2.jpg/1024px-Luscinia_calliope_-_Pak_Chong_2.jpg,https://xeno-canto.org/974332/download,0
Callipepla californica,California Quail,Colin de Californie,3,7,https://en.wikipedia.org/wiki/California_Quail,https://fr.wikipedia.org/wiki/Colin_de_Californie,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/California_quail.jpg/500px-California_quail.jpg,https://upload.wikimedia.org/wikipedia/commons/a/aa/California_quail.jpg,https://xeno-canto.org/570687/download,0
Calonectris borealis,Cory's Shearwater,Puffin boréal,3,4,https://en.wikipedia.org/wiki/Cory%27s_Shearwater,https://fr.wikipedia.org/wiki/Puffin_bor%C3%A9al,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Cory%27s_Shearwater_from_the_Crossley_ID_Guide_Britain_and_Ireland_crop.jpg/500px-Cory%27s_Shearwater_from_the_Crossley_ID_Guide_Britain_and_Ireland_crop.jpg,https://upload.wikimedia.org/wikipedia/commons/3/31/Cory%27s_Shearwater_from_the_Crossley_ID_Guide_Britain_and_Ireland_crop.jpg,https://xeno-canto.org/945948/download,0
Calonectris diomedea,Scopoli's Shearwater,Puffin de Scopoli,2,3901,https://en.wikipedia.org/wiki/Scopoli%27s_Shearwater,https://fr.wikipedia.org/wiki/Puffin_de_Scopoli,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Scopoli%27s_Shearwater.jpg/500px-Scopoli%27s_Shearwater.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d2/Scopoli%27s_Shearwater.jpg,https://xeno-canto.org/919307/download,0
Calonectris edwardsii,Cape Verde Shearwater,Puffin du Cap-Vert,3,290,https://en.wikipedia.org/wiki/Cape_Verde_Shearwater,https://fr.wikipedia.org/wiki/Puffin_du_Cap-Vert,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Cape_Verde_Shearwater_imported_from_iNaturalist_photo_9221156_on_21_April_2022.jpg/500px-Cape_Verde_Shearwater_imported_from_iNaturalist_photo_9221156_on_21_April_2022.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Cape_Verde_Shearwater_imported_from_iNaturalist_photo_9221156_on_21_April_2022.jpg/1024px-Cape_Verde_Shearwater_imported_from_iNaturalist_photo_9221156_on_21_April_2022.jpg,https://xeno-canto.org/718760/download,0
Caprimulgus aegyptius,Egyptian Nightjar,Engoulevent du désert,3,398,https://en.wikipedia.org/wiki/Egyptian_Nightjar,https://fr.wikipedia.org/wiki/Engoulevent_du_d%C3%A9sert,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Egyptian_nightjar.png/500px-Egyptian_nightjar.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Egyptian_nightjar.png/1024px-Egyptian_nightjar.png,https://xeno-canto.org/977386/download,0
Caprimulgus europaeus,Eurasian Nightjar,Engoulevent d'Europe,2,31254,https://en.wikipedia.org/wiki/Eurasian_Nightjar,https://fr.wikipedia.org/wiki/Engoulevent_d%27Europe,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/%C5%9Eivanxap%C3%AEnok.jpg/500px-%C5%9Eivanxap%C3%AEnok.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/%C5%9Eivanxap%C3%AEnok.jpg/1024px-%C5%9Eivanxap%C3%AEnok.jpg,,0
Caprimulgus ruficollis,Red-necked Nightjar,Engoulevent à collier roux,3,1012,https://en.wikipedia.org/wiki/Red-necked_Nightjar,https://fr.wikipedia.org/wiki/Engoulevent_%C3%A0_collier_roux,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Caprimulgus_ruficollis_-Portugal-8.jpg/500px-Caprimulgus_ruficollis_-Portugal-8.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Caprimulgus_ruficollis_-Portugal-8.jpg/1024px-Caprimulgus_ruficollis_-Portugal-8.jpg,https://xeno-canto.org/905834/download,0
Cardellina canadensis,Canada Warbler,Paruline du Canada,3,2,https://en.wikipedia.org/wiki/Canada_Warbler,https://fr.wikipedia.org/wiki/Paruline_du_Canada,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/8G7D5475-Canada.jpg/500px-8G7D5475-Canada.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/8G7D5475-Canada.jpg/1024px-8G7D5475-Canada.jpg,https://xeno-canto.org/560545/download,0
Cardellina pusilla,Wilson's Warbler,Paruline à calotte noire,3,487,https://en.wikipedia.org/wiki/Wilson%27s_Warbler,https://fr.wikipedia.org/wiki/Paruline_%C3%A0_calotte_noire,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Wilsonia_pusilla.jpg/500px-Wilsonia_pusilla.jpg,https://upload.wikimedia.org/wikipedia/commons/8/85/Wilsonia_pusilla.jpg,https://xeno-canto.org/936459/download,0
Carduelis carduelis,European Goldfinch,Chardonneret élégant,1,163869,https://en.wikipedia.org/wiki/European_Goldfinch,https://fr.wikipedia.org/wiki/Chardonneret_%C3%A9l%C3%A9gant,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/European_Goldfinch_on_Spear_Thistle.jpg/500px-European_Goldfinch_on_Spear_Thistle.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/European_Goldfinch_on_Spear_Thistle.jpg/1024px-European_Goldfinch_on_Spear_Thistle.jpg,https://xeno-canto.org/883327/download,0
Carduelis citrinella,Citril Finch,Venturon montagnard,2,2172,https://en.wikipedia.org/wiki/Citril_Finch,https://fr.wikipedia.org/wiki/Venturon_montagnard,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Carduelis_citrinella.jpg/500px-Carduelis_citrinella.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Carduelis_citrinella.jpg/1024px-Carduelis_citrinella.jpg,https://xeno-canto.org/972844/download,0
Carduelis corsicana,Corsican Finch,Venturon corse,3,656,https://en.wikipedia.org/wiki/Corsican_Finch,https://fr.wikipedia.org/wiki/Venturon_corse,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Corsican_finch_inaturalist.jpg/500px-Corsican_finch_inaturalist.jpg,https://upload.wikimedia.org/wikipedia/commons/4/49/Corsican_finch_inaturalist.jpg,https://xeno-canto.org/471879/download,0
Carpodacus erythrinus,Common Rosefinch,Roselin cramoisi,3,1474,https://en.wikipedia.org/wiki/Common_Rosefinch,https://fr.wikipedia.org/wiki/Roselin_cramoisi,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Carpodacus_erythrinus_284921386.jpg/500px-Carpodacus_erythrinus_284921386.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Carpodacus_erythrinus_284921386.jpg/1024px-Carpodacus_erythrinus_284921386.jpg,https://xeno-canto.org/975326/download,0
Carpodacus mexicanus,House Finch,Roselin familier,2,11049,https://en.wikipedia.org/wiki/House_Finch,https://fr.wikipedia.org/wiki/Roselin_familier,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/House_finch_%2833688%292.jpg/500px-House_finch_%2833688%292.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/House_finch_%2833688%292.jpg/1024px-House_finch_%2833688%292.jpg,https://xeno-canto.org/941235/download,0
Carpodacus roseus,Pallas's Rosefinch,Roselin rose,3,462,https://en.wikipedia.org/wiki/Pallas%27s_Rosefinch,https://fr.wikipedia.org/wiki/Roselin_rose,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Carpodacus_roseus.jpg/500px-Carpodacus_roseus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Carpodacus_roseus.jpg/1024px-Carpodacus_roseus.jpg,https://xeno-canto.org/884669/download,0
Carpodacus rubicilla,Great Rosefinch,Roselin tacheté,3,201,https://en.wikipedia.org/wiki/Great_Rosefinch,https://fr.wikipedia.org/wiki/Roselin_tachet%C3%A9,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Great_Rosefinch.jpg/500px-Great_Rosefinch.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Great_Rosefinch.jpg/1024px-Great_Rosefinch.jpg,https://xeno-canto.org/920192/download,0
Carpospiza brachydactyla,Pale Rockfinch,Moineau pâle,3,523,https://en.wikipedia.org/wiki/Pale_Rockfinch,https://fr.wikipedia.org/wiki/Moineau_p%C3%A2le,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Carpospiza_brachydactyla.jpg/500px-Carpospiza_brachydactyla.jpg,https://upload.wikimedia.org/wikipedia/commons/c/ce/Carpospiza_brachydactyla.jpg,https://xeno-canto.org/971538/download,0
Catharus fuscescens,Veery,Grive fauve,2,5250,https://en.wikipedia.org/wiki/Veery,https://fr.wikipedia.org/wiki/Grive_fauve,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Veery_in_CP_%2843277%29.jpg/500px-Veery_in_CP_%2843277%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Veery_in_CP_%2843277%29.jpg/1024px-Veery_in_CP_%2843277%29.jpg,https://xeno-canto.org/531130/download,0
Catharus guttatus,Hermit Thrush,Grive solitaire,2,5310,https://en.wikipedia.org/wiki/Hermit_Thrush,https://fr.wikipedia.org/wiki/Grive_solitaire,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Hermit_thrush_qmnonic.jpg/500px-Hermit_thrush_qmnonic.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Hermit_thrush_qmnonic.jpg/1024px-Hermit_thrush_qmnonic.jpg,https://xeno-canto.org/963177/download,0
Catharus minimus,Gray-cheeked Thrush,Grive à joues grises,3,443,https://en.wikipedia.org/wiki/Gray-cheeked_Thrush,https://fr.wikipedia.org/wiki/Grive_%C3%A0_joues_grises,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Gray-cheeked_thrush_%2871096%29.jpg/500px-Gray-cheeked_thrush_%2871096%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Gray-cheeked_thrush_%2871096%29.jpg/1024px-Gray-cheeked_thrush_%2871096%29.jpg,https://xeno-canto.org/526648/download,0
Catharus ustulatus,Swainson's Thrush,Grive à dos olive,3,1886,https://en.wikipedia.org/wiki/Swainson%27s_Thrush,https://fr.wikipedia.org/wiki/Grive_%C3%A0_dos_olive,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Catharus_ustulatus_-North_Dakota-8a.jpg/500px-Catharus_ustulatus_-North_Dakota-8a.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Catharus_ustulatus_-North_Dakota-8a.jpg/1024px-Catharus_ustulatus_-North_Dakota-8a.jpg,https://xeno-canto.org/544557/download,0
Cecropis daurica,Eastern Red-rumped Swallow,Hirondelle rousseline,3,1878,https://en.wikipedia.org/wiki/Eastern_Red-rumped_Swallow,https://fr.wikipedia.org/wiki/Hirondelle_rousseline,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Red-rumped_Swallow_%28Cecropis_daurica%29_Photograph_by_Shantanu_Kuveskar.jpg/500px-Red-rumped_Swallow_%28Cecropis_daurica%29_Photograph_by_Shantanu_Kuveskar.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a1/Red-rumped_Swallow_%28Cecropis_daurica%29_Photograph_by_Shantanu_Kuveskar.jpg,https://xeno-canto.org/987280/download,0
Cecropis daurica rufula,European Red-rumped Swallow,Hirondelle rousseline,3,1878,https://en.wikipedia.org/wiki/European_Red-rumped_Swallow,https://fr.wikipedia.org/wiki/Hirondelle_rousseline,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/RED-RUMPED_SWALLOW_Hirundo_daurica_rufula_%288467592335%29.jpg/500px-RED-RUMPED_SWALLOW_Hirundo_daurica_rufula_%288467592335%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/RED-RUMPED_SWALLOW_Hirundo_daurica_rufula_%288467592335%29.jpg/1024px-RED-RUMPED_SWALLOW_Hirundo_daurica_rufula_%288467592335%29.jpg,https://xeno-canto.org/800475/download,0
Cecropis semirufa,Rufous-chested Swallow,Hirondelle à ventre roux,3,412,https://en.wikipedia.org/wiki/Rufous-chested_Swallow,https://fr.wikipedia.org/wiki/Hirondelle_%C3%A0_ventre_roux,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Red-breasted_Swallow_%28Hirundo_semirufa%29_%2830987147586%29.jpg/500px-Red-breasted_Swallow_%28Hirundo_semirufa%29_%2830987147586%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Red-breasted_Swallow_%28Hirundo_semirufa%29_%2830987147586%29.jpg/1024px-Red-breasted_Swallow_%28Hirundo_semirufa%29_%2830987147586%29.jpg,https://xeno-canto.org/978977/download,0
Cepphus columba,Pigeon Guillemot,Guillemot colombin,3,566,https://en.wikipedia.org/wiki/Pigeon_Guillemot,https://fr.wikipedia.org/wiki/Guillemot_colombin,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Pigeon_guillemot.jpg/500px-Pigeon_guillemot.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Pigeon_guillemot.jpg/1024px-Pigeon_guillemot.jpg,https://xeno-canto.org/818943/download,0
Cepphus grylle,Black Guillemot,Guillemot à miroir,2,2947,https://en.wikipedia.org/wiki/Black_Guillemot,https://fr.wikipedia.org/wiki/Guillemot_%C3%A0_miroir,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Black_Guillemot_Cepphus_grylle.jpg/500px-Black_Guillemot_Cepphus_grylle.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Black_Guillemot_Cepphus_grylle.jpg/1024px-Black_Guillemot_Cepphus_grylle.jpg,https://xeno-canto.org/898562/download,0
Cercotrichas galactotes,Rufous-tailed Scrub-Robin,Agrobate roux,3,1218,https://en.wikipedia.org/wiki/Rufous-tailed_Scrub-Robin,https://fr.wikipedia.org/wiki/Agrobate_roux,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Agrobate_roux_au_Parc_National_de_l%27Ichkeul_%28Tunisia%29%2C_crop.jpg/500px-Agrobate_roux_au_Parc_National_de_l%27Ichkeul_%28Tunisia%29%2C_crop.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Agrobate_roux_au_Parc_National_de_l%27Ichkeul_%28Tunisia%29%2C_crop.jpg/1024px-Agrobate_roux_au_Parc_National_de_l%27Ichkeul_%28Tunisia%29%2C_crop.jpg,https://xeno-canto.org/922214/download,0
Cercotrichas galactotes,Rufous-tailed Robin,Rossignol siffleur,3,251,https://en.wikipedia.org/wiki/Rufous-tailed_Robin,https://fr.wikipedia.org/wiki/Rossignol_siffleur,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Luscinia_sibilans_-_Khao_Yai.jpg/500px-Luscinia_sibilans_-_Khao_Yai.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Luscinia_sibilans_-_Khao_Yai.jpg/1024px-Luscinia_sibilans_-_Khao_Yai.jpg,https://xeno-canto.org/897491/download,0
Certhia brachydactyla,Short-toed Treecreeper,Grimpereau des jardins,1,58893,https://en.wikipedia.org/wiki/Short-toed_Treecreeper,https://fr.wikipedia.org/wiki/Grimpereau_des_jardins,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Short-toed_treecreeper_%28Certhia_brachydactyla_megarhynchos%29.jpg/500px-Short-toed_treecreeper_%28Certhia_brachydactyla_megarhynchos%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Short-toed_treecreeper_%28Certhia_brachydactyla_megarhynchos%29.jpg/1024px-Short-toed_treecreeper_%28Certhia_brachydactyla_megarhynchos%29.jpg,https://xeno-canto.org/981091/download,0
Certhia familiaris,Eurasian Treecreeper,Grimpereau des bois,2,16163,https://en.wikipedia.org/wiki/Eurasian_Treecreeper,https://fr.wikipedia.org/wiki/Grimpereau_des_bois,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Eurasian_Treecreeper_in_the_snow%2C_cropped_version.jpg/500px-Eurasian_Treecreeper_in_the_snow%2C_cropped_version.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e1/Eurasian_Treecreeper_in_the_snow%2C_cropped_version.jpg,https://xeno-canto.org/980236/download,0
Ceryle rudis,Pied Kingfisher,Martin-pêcheur pie,2,3314,https://en.wikipedia.org/wiki/Pied_Kingfisher,https://fr.wikipedia.org/wiki/Martin-p%C3%AAcheur_pie,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Pied_kingfisher_%28Ceryle_rudis_leucomelanurus%29_male.jpg/500px-Pied_kingfisher_%28Ceryle_rudis_leucomelanurus%29_male.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Pied_kingfisher_%28Ceryle_rudis_leucomelanurus%29_male.jpg/1024px-Pied_kingfisher_%28Ceryle_rudis_leucomelanurus%29_male.jpg,https://xeno-canto.org/956316/download,0
Cettia cetti,Cetti's Warbler,Bouscarle de Cetti,3,14,https://en.wikipedia.org/wiki/Cetti%27s_Warbler,https://fr.wikipedia.org/wiki/Bouscarle_de_Cetti,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/37-090505-cettis-warbler-at-Kalloni-east-river.jpg/500px-37-090505-cettis-warbler-at-Kalloni-east-river.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/37-090505-cettis-warbler-at-Kalloni-east-river.jpg/1024px-37-090505-cettis-warbler-at-Kalloni-east-river.jpg,https://xeno-canto.org/979317/download,0
Chaetura pelagica,Chimney Swift,Martinet ramoneur,2,3023,https://en.wikipedia.org/wiki/Chimney_Swift,https://fr.wikipedia.org/wiki/Martinet_ramoneur,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Chaetura_pelagica%2C_by_Lake_Erie%2C_Cleveland%2C_Ohio%2C_USA_339593191.jpg/500px-Chaetura_pelagica%2C_by_Lake_Erie%2C_Cleveland%2C_Ohio%2C_USA_339593191.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Chaetura_pelagica%2C_by_Lake_Erie%2C_Cleveland%2C_Ohio%2C_USA_339593191.jpg/1024px-Chaetura_pelagica%2C_by_Lake_Erie%2C_Cleveland%2C_Ohio%2C_USA_339593191.jpg,https://xeno-canto.org/487256/download,0
Charadrius alexandrinus,Kentish Plover,Pluvier à collier interrompu,2,6159,https://en.wikipedia.org/wiki/Kentish_Plover,https://fr.wikipedia.org/wiki/Pluvier_%C3%A0_collier_interrompu,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Kentish_Plover_Charadrius_alexandrinus%2C_India.jpg/500px-Kentish_Plover_Charadrius_alexandrinus%2C_India.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Kentish_Plover_Charadrius_alexandrinus%2C_India.jpg/1024px-Kentish_Plover_Charadrius_alexandrinus%2C_India.jpg,https://xeno-canto.org/982472/download,0
Charadrius dubius,Little Ringed Plover,Petit Gravelot,3,168,https://en.wikipedia.org/wiki/Little_Ringed_Plover,https://fr.wikipedia.org/wiki/Petit_Gravelot,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Flussregenpfeifer_im_flachen_Wasser_01.jpg/500px-Flussregenpfeifer_im_flachen_Wasser_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Flussregenpfeifer_im_flachen_Wasser_01.jpg/1024px-Flussregenpfeifer_im_flachen_Wasser_01.jpg,https://xeno-canto.org/982808/download,0
Charadrius hiaticula,Common Ringed Plover,Pluvier grand-gravelot,2,4592,https://en.wikipedia.org/wiki/Common_Ringed_Plover,https://fr.wikipedia.org/wiki/Pluvier_grand-gravelot,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Common_ringed_plover_%28Charadrius_hiaticula%29_Oppdal.jpg/500px-Common_ringed_plover_%28Charadrius_hiaticula%29_Oppdal.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Common_ringed_plover_%28Charadrius_hiaticula%29_Oppdal.jpg/1024px-Common_ringed_plover_%28Charadrius_hiaticula%29_Oppdal.jpg,https://xeno-canto.org/979718/download,0
Charadrius leschenaultii,Greater Sand-Plover,Pluvier de Leschenault,3,437,https://en.wikipedia.org/wiki/Greater_Sand-Plover,https://fr.wikipedia.org/wiki/Pluvier_de_Leschenault,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/2024-07-26_Anarhynchus_leschenaultii_leschenaultii%2C_Newbiggin%2C_Northumberland_1.jpg/500px-2024-07-26_Anarhynchus_leschenaultii_leschenaultii%2C_Newbiggin%2C_Northumberland_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/2024-07-26_Anarhynchus_leschenaultii_leschenaultii%2C_Newbiggin%2C_Northumberland_1.jpg/1024px-2024-07-26_Anarhynchus_leschenaultii_leschenaultii%2C_Newbiggin%2C_Northumberland_1.jpg,https://xeno-canto.org/982447/download,0
Charadrius morinellus,Eurasian Dotterel,Pluvier guignard,3,600,https://en.wikipedia.org/wiki/Eurasian_Dotterel,https://fr.wikipedia.org/wiki/Pluvier_guignard,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Charadrius_morinellus_male.jpg/500px-Charadrius_morinellus_male.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Charadrius_morinellus_male.jpg/1024px-Charadrius_morinellus_male.jpg,https://xeno-canto.org/914373/download,0
Charadrius nivosus,Snowy Plover,Pluvier neigeux,3,455,https://en.wikipedia.org/wiki/Snowy_Plover,https://fr.wikipedia.org/wiki/Pluvier_neigeux,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Snowy_Plover_Morro_Strand.jpg/500px-Snowy_Plover_Morro_Strand.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Snowy_Plover_Morro_Strand.jpg/1024px-Snowy_Plover_Morro_Strand.jpg,https://xeno-canto.org/566601/download,0
Charadrius pecuarius,Kittlitz's Plover,Pluvier pâtre,3,290,https://en.wikipedia.org/wiki/Kittlitz%27s_Plover,https://fr.wikipedia.org/wiki/Pluvier_p%C3%A2tre,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Kittlitz%27s_plover_%28Charadrius_pecuarius%29.jpg/500px-Kittlitz%27s_plover_%28Charadrius_pecuarius%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Kittlitz%27s_plover_%28Charadrius_pecuarius%29.jpg/1024px-Kittlitz%27s_plover_%28Charadrius_pecuarius%29.jpg,https://xeno-canto.org/758524/download,0
Charadrius semipalmatus,Semipalmated Plover,Pluvier semipalmé,3,735,https://en.wikipedia.org/wiki/Semipalmated_Plover,https://fr.wikipedia.org/wiki/Pluvier_semipalm%C3%A9,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Plover_Semipalmated_Breeding_JG.jpg/500px-Plover_Semipalmated_Breeding_JG.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Plover_Semipalmated_Breeding_JG.jpg/1024px-Plover_Semipalmated_Breeding_JG.jpg,https://xeno-canto.org/974538/download,0
Charadrius vociferus,Killdeer,Pluvier kildir,2,4740,https://en.wikipedia.org/wiki/Killdeer,https://fr.wikipedia.org/wiki/Pluvier_kildir,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Killdeer_Heislerville.png/500px-Killdeer_Heislerville.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Killdeer_Heislerville.png/1024px-Killdeer_Heislerville.png,https://xeno-canto.org/955105/download,0
Chersophilus duponti,Dupont's Lark,Sirli de Dupont,3,1,https://en.wikipedia.org/wiki/Dupont%27s_Lark,https://fr.wikipedia.org/wiki/Sirli_de_Dupont,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Dupont%27s_Lark%2C_Morocco_1_%28crop%29_%28cropped%29.jpg/500px-Dupont%27s_Lark%2C_Morocco_1_%28crop%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c8/Dupont%27s_Lark%2C_Morocco_1_%28crop%29_%28cropped%29.jpg,https://xeno-canto.org/973317/download,0
