Latin Name,Bird Name,French Name,Difficulty,View Count,URL anglais,URL français,Image Low,Image High,Sound URL,Score
Phylloscopus magnirostris,Large-billed Leaf Warbler,Pouillot à gros bec,3,977,https://en.wikipedia.org/wiki/Large-billed_Leaf_Warbler,https://en.wikipedia.org/wiki/Large-billed_Leaf_Warbler,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Large-billed_Leaf_Warbler_%28Phylloscopus_magnirostris%29.jpg/500px-Large-billed_Leaf_Warbler_%28Phylloscopus_magnirostris%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Large-billed_Leaf_Warbler_%28Phylloscopus_magnirostris%29.jpg/1024px-Large-billed_Leaf_Warbler_%28Phylloscopus_magnirostris%29.jpg,https://xeno-canto.org/319931/download,0
Phylloscopus orientalis,Eastern Bonelli's Warbler,Pouillot oriental,3,237,https://en.wikipedia.org/wiki/Eastern_Bonelli%27s_Warbler,https://fr.wikipedia.org/wiki/Pouillot_oriental,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Eastern_Bonelli%27s_Warbler.jpg/500px-Eastern_Bonelli%27s_Warbler.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/Eastern_Bonelli%27s_Warbler.jpg,https://xeno-canto.org/964688/download,0
Phylloscopus proregulus,Brooks's Leaf Warbler,Pouillot de Brooks,3,977,https://en.wikipedia.org/wiki/Brooks%27s_Leaf_Warbler,https://en.wikipedia.org/wiki/Brooks%27s_Leaf_Warbler,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/PhylloscopusKeulemans.jpg/500px-PhylloscopusKeulemans.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/PhylloscopusKeulemans.jpg/1024px-PhylloscopusKeulemans.jpg,https://xeno-canto.org/810923/download,0
Phylloscopus proregulus,Pallas's Leaf Warbler,Pouillot de Pallas,3,2,https://en.wikipedia.org/wiki/Pallas%27s_Leaf_Warbler,https://fr.wikipedia.org/wiki/Pouillot_de_Pallas,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Pallas%27s_Leaf_Warbler%2C_Tunkinskiy_Rayon%2C_Buryat%2C_Russia_2.jpg/500px-Pallas%27s_Leaf_Warbler%2C_Tunkinskiy_Rayon%2C_Buryat%2C_Russia_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Pallas%27s_Leaf_Warbler%2C_Tunkinskiy_Rayon%2C_Buryat%2C_Russia_2.jpg/1024px-Pallas%27s_Leaf_Warbler%2C_Tunkinskiy_Rayon%2C_Buryat%2C_Russia_2.jpg,https://xeno-canto.org/982563/download,0
Phylloscopus schwarzi,Radde's Warbler,Pouillot de Schwarz,3,177,https://en.wikipedia.org/wiki/Radde%27s_Warbler,https://fr.wikipedia.org/wiki/Pouillot_de_Schwarz,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Radde%27s_Warbler_-_Thailand_S4E1407_%2818645038584%29_%282%29.jpg/500px-Radde%27s_Warbler_-_Thailand_S4E1407_%2818645038584%29_%282%29.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7f/Radde%27s_Warbler_-_Thailand_S4E1407_%2818645038584%29_%282%29.jpg,https://xeno-canto.org/961183/download,0
Phylloscopus sibilatrix,Wood Warbler,Pouillot siffleur,2,2794,https://en.wikipedia.org/wiki/Wood_Warbler,https://fr.wikipedia.org/wiki/Pouillot_siffleur,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Flickr_-_Rainbirder_-_Wood_Warbler_%28Phylloscopus_sibilatrix%29.jpg/500px-Flickr_-_Rainbirder_-_Wood_Warbler_%28Phylloscopus_sibilatrix%29.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e0/Flickr_-_Rainbirder_-_Wood_Warbler_%28Phylloscopus_sibilatrix%29.jpg,https://xeno-canto.org/976778/download,0
Phylloscopus sindianus,Mountain Chiffchaff,Pouillot montagnard,3,107,https://en.wikipedia.org/wiki/Mountain_Chiffchaff,https://fr.wikipedia.org/wiki/Pouillot_montagnard,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Mountain_Chiffchaff_-_Shreeram_M_V_-_Suru_Valley.jpg/500px-Mountain_Chiffchaff_-_Shreeram_M_V_-_Suru_Valley.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Mountain_Chiffchaff_-_Shreeram_M_V_-_Suru_Valley.jpg/1024px-Mountain_Chiffchaff_-_Shreeram_M_V_-_Suru_Valley.jpg,https://xeno-canto.org/972283/download,0
Phylloscopus tenellipes,Pale-legged Leaf Warbler,Pouillot à pattes claires,3,977,https://en.wikipedia.org/wiki/Pale-legged_Leaf_Warbler,https://en.wikipedia.org/wiki/Pale-legged_Leaf_Warbler,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Pale-legged_Leaf_Warbler_0A2A8189_%28cropped%29.jpg/500px-Pale-legged_Leaf_Warbler_0A2A8189_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Pale-legged_Leaf_Warbler_0A2A8189_%28cropped%29.jpg/1024px-Pale-legged_Leaf_Warbler_0A2A8189_%28cropped%29.jpg,https://xeno-canto.org/978641/download,0
Phylloscopus trochiloides,Greenish Warbler,Pouillot verdâtre,3,1652,https://en.wikipedia.org/wiki/Greenish_Warbler,https://fr.wikipedia.org/wiki/Pouillot_verd%C3%A2tre,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Greenish_Warbler_Sikkim_India_11.05.2014.jpg/500px-Greenish_Warbler_Sikkim_India_11.05.2014.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4e/Greenish_Warbler_Sikkim_India_11.05.2014.jpg,https://xeno-canto.org/979913/download,0
Phylloscopus trochilus,Plain Leaf Warbler,Pouillot modeste,3,61,https://en.wikipedia.org/wiki/Plain_Leaf_Warbler,https://fr.wikipedia.org/wiki/Pouillot_modeste,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Plain_leaf_warbler_%28phylloscopus_neglectus%29.JPG/500px-Plain_leaf_warbler_%28phylloscopus_neglectus%29.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Plain_leaf_warbler_%28phylloscopus_neglectus%29.JPG/1024px-Plain_leaf_warbler_%28phylloscopus_neglectus%29.JPG,https://xeno-canto.org/528985/download,0
Phylloscopus trochilus,Willow Warbler,Pouillot fitis,2,8418,https://en.wikipedia.org/wiki/Willow_Warbler,https://fr.wikipedia.org/wiki/Pouillot_fitis,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Willow_Warbler_Phylloscopus_trochilus.jpg/500px-Willow_Warbler_Phylloscopus_trochilus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Willow_Warbler_Phylloscopus_trochilus.jpg/1024px-Willow_Warbler_Phylloscopus_trochilus.jpg,https://xeno-canto.org/975235/download,0
Pica pica,Eurasian Magpie,Pie bavarde,1,94751,https://en.wikipedia.org/wiki/Eurasian_Magpie,https://fr.wikipedia.org/wiki/Pie_bavarde,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/%D0%A1%D0%BE%D1%80%D0%BE%D0%BA%D0%B0_%28Pica_pica%29%2C_%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4.jpg/500px-%D0%A1%D0%BE%D1%80%D0%BE%D0%BA%D0%B0_%28Pica_pica%29%2C_%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/%D0%A1%D0%BE%D1%80%D0%BE%D0%BA%D0%B0_%28Pica_pica%29%2C_%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4.jpg/1024px-%D0%A1%D0%BE%D1%80%D0%BE%D0%BA%D0%B0_%28Pica_pica%29%2C_%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4.jpg,https://xeno-canto.org/978880/download,0
Picoides tridactylus,Eurasian Three-toed Woodpecker,Pic tridactyle,2,3414,https://en.wikipedia.org/wiki/Eurasian_Three-toed_Woodpecker,https://fr.wikipedia.org/wiki/Pic_tridactyle,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Three-toed_Woodpecker_-_Finlandia_0005_%283%29.jpg/500px-Three-toed_Woodpecker_-_Finlandia_0005_%283%29.jpg,https://upload.wikimedia.org/wikipedia/commons/0/04/Three-toed_Woodpecker_-_Finlandia_0005_%283%29.jpg,https://xeno-canto.org/927189/download,0
Picus sharpei,Iberian Green Woodpecker,Pic de Sharpe,3,62,https://en.wikipedia.org/wiki/Iberian_Green_Woodpecker,https://fr.wikipedia.org/wiki/Pic_de_Sharpe,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Picus_viridis_sharpei_033.jpg/500px-Picus_viridis_sharpei_033.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Picus_viridis_sharpei_033.jpg/1024px-Picus_viridis_sharpei_033.jpg,https://xeno-canto.org/977350/download,0
Picus viridis,Eurasian Green Woodpecker,Pic vert,1,119298,https://en.wikipedia.org/wiki/Eurasian_Green_Woodpecker,https://fr.wikipedia.org/wiki/Pic_vert,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/European_green_woodpecker_%28Picus_viridis%29_female_Barnes.jpg/500px-European_green_woodpecker_%28Picus_viridis%29_female_Barnes.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/European_green_woodpecker_%28Picus_viridis%29_female_Barnes.jpg/1024px-European_green_woodpecker_%28Picus_viridis%29_female_Barnes.jpg,https://xeno-canto.org/976587/download,0
Pinguinus impennis,Great Auk,Grand Pingouin,2,2101,https://en.wikipedia.org/wiki/Great_Auk,https://fr.wikipedia.org/wiki/Grand_Pingouin,https://upload.wikimedia.org/wikipedia/commons/4/4e/Great_Auk_%28Pinguinis_impennis%29_specimen%2C_Kelvingrove%2C_Glasgow_-_geograph.org.uk_-_1108249.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4e/Great_Auk_%28Pinguinis_impennis%29_specimen%2C_Kelvingrove%2C_Glasgow_-_geograph.org.uk_-_1108249.jpg,,0
Pinicola enucleator,Pine Grosbeak,Durbec des sapins,2,4630,https://en.wikipedia.org/wiki/Pine_Grosbeak,https://fr.wikipedia.org/wiki/Durbec_des_sapins,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Pine_Grosbeak_%28Pinicola_enucleator%29_%2813667564073%29.jpg/500px-Pine_Grosbeak_%28Pinicola_enucleator%29_%2813667564073%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Pine_Grosbeak_%28Pinicola_enucleator%29_%2813667564073%29.jpg/1024px-Pine_Grosbeak_%28Pinicola_enucleator%29_%2813667564073%29.jpg,https://xeno-canto.org/944125/download,0
Pipilo erythrophthalmus,Eastern Towhee,Tohi à flancs roux,3,1071,https://en.wikipedia.org/wiki/Eastern_Towhee,https://fr.wikipedia.org/wiki/Tohi_%C3%A0_flancs_roux,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Av_Eastern_Towhee_JG.jpg/500px-Av_Eastern_Towhee_JG.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Av_Eastern_Towhee_JG.jpg/1024px-Av_Eastern_Towhee_JG.jpg,https://xeno-canto.org/559342/download,0
Piranga olivacea,Scarlet Tanager,Piranga écarlate,2,5927,https://en.wikipedia.org/wiki/Scarlet_Tanager,https://fr.wikipedia.org/wiki/Piranga_%C3%A9carlate,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Scarlet_tanager_in_GWC_%2850867%29.jpg/500px-Scarlet_tanager_in_GWC_%2850867%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Scarlet_tanager_in_GWC_%2850867%29.jpg/1024px-Scarlet_tanager_in_GWC_%2850867%29.jpg,https://xeno-canto.org/564227/download,0
Piranga rubra,Summer Tanager,Piranga vermillon,3,1180,https://en.wikipedia.org/wiki/Summer_Tanager,https://fr.wikipedia.org/wiki/Piranga_vermillon,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Summer_tanager_%28Piranga_rubra%29_male_Copan_3.jpg/500px-Summer_tanager_%28Piranga_rubra%29_male_Copan_3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Summer_tanager_%28Piranga_rubra%29_male_Copan_3.jpg/1024px-Summer_tanager_%28Piranga_rubra%29_male_Copan_3.jpg,https://xeno-canto.org/559482/download,0
Platalea alba,African Spoonbill,Spatule d'Afrique,3,1169,https://en.wikipedia.org/wiki/African_Spoonbill,https://fr.wikipedia.org/wiki/Spatule_d%27Afrique,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/African_spoonbill_%28Platalea_alba%29.jpg/500px-African_spoonbill_%28Platalea_alba%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/African_spoonbill_%28Platalea_alba%29.jpg/1024px-African_spoonbill_%28Platalea_alba%29.jpg,https://xeno-canto.org/611674/download,0
Platalea leucorodia,Eurasian Spoonbill,Spatule blanche,2,8158,https://en.wikipedia.org/wiki/Eurasian_Spoonbill,https://fr.wikipedia.org/wiki/Spatule_blanche,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Eurasian_Spoonbill-2.jpg/500px-Eurasian_Spoonbill-2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Eurasian_Spoonbill-2.jpg/1024px-Eurasian_Spoonbill-2.jpg,https://xeno-canto.org/911426/download,0
Plectrophenax nivalis,Snow Bunting,Bruant des neiges,2,6220,https://en.wikipedia.org/wiki/Snow_Bunting,https://fr.wikipedia.org/wiki/Bruant_des_neiges,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Snow_Bunting_%28Plectrophenax_nivalis%29%2C_Thule%2C_Greenland_1.jpg/500px-Snow_Bunting_%28Plectrophenax_nivalis%29%2C_Thule%2C_Greenland_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Snow_Bunting_%28Plectrophenax_nivalis%29%2C_Thule%2C_Greenland_1.jpg/1024px-Snow_Bunting_%28Plectrophenax_nivalis%29%2C_Thule%2C_Greenland_1.jpg,https://xeno-canto.org/981083/download,0
Plegadis falcinellus,Glossy Ibis,Ibis falcinelle,2,5752,https://en.wikipedia.org/wiki/Glossy_Ibis,https://fr.wikipedia.org/wiki/Ibis_falcinelle,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Glossy_ibis.png/500px-Glossy_ibis.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Glossy_ibis.png/1024px-Glossy_ibis.png,https://xeno-canto.org/951356/download,0
Ploceus melanocephalus,Black-headed Weaver,Tisserin à tête noire,3,390,https://en.wikipedia.org/wiki/Black-headed_Weaver,https://fr.wikipedia.org/wiki/Tisserin_%C3%A0_t%C3%AAte_noire,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Yellow_backed_weaver.jpg/500px-Yellow_backed_weaver.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d7/Yellow_backed_weaver.jpg,https://xeno-canto.org/931708/download,0
Pluvialis apricaria,European Golden-Plover,Pluvier doré,2,5867,https://en.wikipedia.org/wiki/European_Golden-Plover,https://fr.wikipedia.org/wiki/Pluvier_dor%C3%A9,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Kul%C3%ADk_zlat%C3%BD_%28Pluvialis_apricaria%29_a_%283949776435%29.jpg/500px-Kul%C3%ADk_zlat%C3%BD_%28Pluvialis_apricaria%29_a_%283949776435%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Kul%C3%ADk_zlat%C3%BD_%28Pluvialis_apricaria%29_a_%283949776435%29.jpg/1024px-Kul%C3%ADk_zlat%C3%BD_%28Pluvialis_apricaria%29_a_%283949776435%29.jpg,https://xeno-canto.org/990621/download,0
Pluvialis dominica,American Golden-Plover,Pluvier bronzé,3,501,https://en.wikipedia.org/wiki/American_Golden-Plover,https://fr.wikipedia.org/wiki/Pluvier_bronz%C3%A9,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/American_Golden_Plover_%287458262530%29.jpg/500px-American_Golden_Plover_%287458262530%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/American_Golden_Plover_%287458262530%29.jpg/1024px-American_Golden_Plover_%287458262530%29.jpg,https://xeno-canto.org/934270/download,0
Pluvialis fulva,Pacific Golden-Plover,Pluvier fauve,3,950,https://en.wikipedia.org/wiki/Pacific_Golden-Plover,https://fr.wikipedia.org/wiki/Pluvier_fauve,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Pluvialis_fulva_-Bering_Land_Bridge_National_Preserve%2C_Alaska%2C_USA-8.jpg/500px-Pluvialis_fulva_-Bering_Land_Bridge_National_Preserve%2C_Alaska%2C_USA-8.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0b/Pluvialis_fulva_-Bering_Land_Bridge_National_Preserve%2C_Alaska%2C_USA-8.jpg,https://xeno-canto.org/978223/download,0
Pluvialis squatarola,Black-bellied Plover,Pluvier argenté,2,4114,https://en.wikipedia.org/wiki/Black-bellied_Plover,https://fr.wikipedia.org/wiki/Pluvier_argent%C3%A9,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Black-bellied_plover_Egg_Harbor.png/500px-Black-bellied_plover_Egg_Harbor.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Black-bellied_plover_Egg_Harbor.png/1024px-Black-bellied_plover_Egg_Harbor.png,,0
Pluvianus aegyptius,Egyptian Plover,Pluvian fluviatile,2,3006,https://en.wikipedia.org/wiki/Egyptian_Plover,https://fr.wikipedia.org/wiki/Pluvian_fluviatile,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flickr_-_Rainbirder_-_Egyptian_Plover_%28Pluvianus_aegyptius%29.jpg/500px-Flickr_-_Rainbirder_-_Egyptian_Plover_%28Pluvianus_aegyptius%29.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flickr_-_Rainbirder_-_Egyptian_Plover_%28Pluvianus_aegyptius%29.jpg,https://xeno-canto.org/719415/download,0
Podiceps auritus,Horned Grebe,Grèbe esclavon,3,1801,https://en.wikipedia.org/wiki/Horned_Grebe,https://fr.wikipedia.org/wiki/Gr%C3%A8be_esclavon,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Podiceps_auritus_%2813909539717%29.jpg/500px-Podiceps_auritus_%2813909539717%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Podiceps_auritus_%2813909539717%29.jpg/1024px-Podiceps_auritus_%2813909539717%29.jpg,https://xeno-canto.org/795694/download,0
Podiceps cristatus,Great Crested Grebe,Grèbe huppé,2,28599,https://en.wikipedia.org/wiki/Great_Crested_Grebe,https://fr.wikipedia.org/wiki/Gr%C3%A8be_hupp%C3%A9,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Great_crested_grebe_swimming_2022-02-27.jpg/500px-Great_crested_grebe_swimming_2022-02-27.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Great_crested_grebe_swimming_2022-02-27.jpg/1024px-Great_crested_grebe_swimming_2022-02-27.jpg,https://xeno-canto.org/981243/download,0
Podiceps grisegena,Red-necked Grebe,Grèbe jougris,2,2543,https://en.wikipedia.org/wiki/Red-necked_Grebe,https://fr.wikipedia.org/wiki/Gr%C3%A8be_jougris,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Red-necked_grebe_%28Podiceps_grisegena_grisegena%29_breeding_adult_Gronjordssoen.jpg/500px-Red-necked_grebe_%28Podiceps_grisegena_grisegena%29_breeding_adult_Gronjordssoen.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Red-necked_grebe_%28Podiceps_grisegena_grisegena%29_breeding_adult_Gronjordssoen.jpg/1024px-Red-necked_grebe_%28Podiceps_grisegena_grisegena%29_breeding_adult_Gronjordssoen.jpg,https://xeno-canto.org/949348/download,0
Podiceps nigricollis,Eared Grebe,Grèbe à cou noir,2,3094,https://en.wikipedia.org/wiki/Eared_Grebe,https://fr.wikipedia.org/wiki/Gr%C3%A8be_%C3%A0_cou_noir,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Black-necked_Grebe_Schwarzhalstaucher.jpg/500px-Black-necked_Grebe_Schwarzhalstaucher.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Black-necked_Grebe_Schwarzhalstaucher.jpg/1024px-Black-necked_Grebe_Schwarzhalstaucher.jpg,https://xeno-canto.org/989584/download,0
Podilymbus podiceps,Pied-billed Grebe,Grèbe à bec bigarré,3,1401,https://en.wikipedia.org/wiki/Pied-billed_Grebe,https://fr.wikipedia.org/wiki/Gr%C3%A8be_%C3%A0_bec_bigarr%C3%A9,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Podilymbus-podiceps-001.jpg/500px-Podilymbus-podiceps-001.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8c/Podilymbus-podiceps-001.jpg,https://xeno-canto.org/542620/download,0
Poecile cinctus,Gray-headed Chickadee,Mésange lapone,3,816,https://en.wikipedia.org/wiki/Gray-headed_Chickadee,https://fr.wikipedia.org/wiki/M%C3%A9sange_lapone,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Siberian_Tit_Parus_Cinctus_2006_03_07.JPG/500px-Siberian_Tit_Parus_Cinctus_2006_03_07.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Siberian_Tit_Parus_Cinctus_2006_03_07.JPG/1024px-Siberian_Tit_Parus_Cinctus_2006_03_07.JPG,https://xeno-canto.org/818574/download,0
Poecile lugubris,Sombre Tit,Mésange lugubre,3,630,https://en.wikipedia.org/wiki/Sombre_Tit,https://fr.wikipedia.org/wiki/M%C3%A9sange_lugubre,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Poecile_lugubris%2C_Bulgaria_1.jpg/500px-Poecile_lugubris%2C_Bulgaria_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Poecile_lugubris%2C_Bulgaria_1.jpg/1024px-Poecile_lugubris%2C_Bulgaria_1.jpg,https://xeno-canto.org/964687/download,0
Poecile montanus,Willow Tit,Mésange boréale,2,10306,https://en.wikipedia.org/wiki/Willow_Tit,https://fr.wikipedia.org/wiki/M%C3%A9sange_bor%C3%A9ale,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Poecile_montanus_kleinschmidti.jpg/500px-Poecile_montanus_kleinschmidti.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Poecile_montanus_kleinschmidti.jpg/1024px-Poecile_montanus_kleinschmidti.jpg,https://xeno-canto.org/982286/download,0
Poecile palustris,Marsh Tit,Mésange nonnette,2,29018,https://en.wikipedia.org/wiki/Marsh_Tit,https://fr.wikipedia.org/wiki/M%C3%A9sange_nonnette,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Parus_palustris02.jpg/500px-Parus_palustris02.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3a/Parus_palustris02.jpg,https://xeno-canto.org/982787/download,0
Polysticta stelleri,Steller's Eider,Eider de Steller,3,1095,https://en.wikipedia.org/wiki/Steller%27s_Eider,https://fr.wikipedia.org/wiki/Eider_de_Steller,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Steller%27s_Eider_%28Polysticta_stelleri%29_%2813667966664%29.jpg/500px-Steller%27s_Eider_%28Polysticta_stelleri%29_%2813667966664%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Steller%27s_Eider_%28Polysticta_stelleri%29_%2813667966664%29.jpg/1024px-Steller%27s_Eider_%28Polysticta_stelleri%29_%2813667966664%29.jpg,https://xeno-canto.org/203480/download,0
Porphyrio alleni,Allen's Gallinule,Talève d'Allen,3,373,https://en.wikipedia.org/wiki/Allen%27s_Gallinule,https://fr.wikipedia.org/wiki/Tal%C3%A8ve_d%27Allen,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Porphyrio_alleni_Martien_Brand.jpg/500px-Porphyrio_alleni_Martien_Brand.jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/Porphyrio_alleni_Martien_Brand.jpg,https://xeno-canto.org/39322/download,0
Porphyrio madagascariensis,African Swamphen,Talève d'Afrique,3,3,https://en.wikipedia.org/wiki/African_Swamphen,https://fr.wikipedia.org/wiki/Tal%C3%A8ve_d%27Afrique,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/African_Purple_Swamphen.jpg/500px-African_Purple_Swamphen.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/African_Purple_Swamphen.jpg/1024px-African_Purple_Swamphen.jpg,https://xeno-canto.org/976833/download,0
Porphyrio porphyrio,Western Swamphen,Talève sultane,2,6014,https://en.wikipedia.org/wiki/Western_Swamphen,https://fr.wikipedia.org/wiki/Tal%C3%A8ve_sultane,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Purpurhuhn.jpg/500px-Purpurhuhn.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Purpurhuhn.jpg/1024px-Purpurhuhn.jpg,https://xeno-canto.org/977075/download,0
Porzana porzana,Spotted Crake,Marouette ponctuée,2,3603,https://en.wikipedia.org/wiki/Spotted_Crake,https://fr.wikipedia.org/wiki/Marouette_ponctu%C3%A9e,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Porzana_porzana_6_%28Marek_Szczepanek%29.jpg/500px-Porzana_porzana_6_%28Marek_Szczepanek%29.jpg,https://upload.wikimedia.org/wikipedia/commons/4/42/Porzana_porzana_6_%28Marek_Szczepanek%29.jpg,https://xeno-canto.org/924383/download,0
Procellaria aequinoctialis,White-chinned Petrel,Puffin à menton blanc,3,456,https://en.wikipedia.org/wiki/White-chinned_Petrel,https://fr.wikipedia.org/wiki/Puffin_%C3%A0_menton_blanc,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Procellaria_aequinoctialis_1_-_SE_Tasmania.jpg/500px-Procellaria_aequinoctialis_1_-_SE_Tasmania.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Procellaria_aequinoctialis_1_-_SE_Tasmania.jpg/1024px-Procellaria_aequinoctialis_1_-_SE_Tasmania.jpg,https://xeno-canto.org/863989/download,0
Progne subis,Purple Martin,Hirondelle noire,2,2081,https://en.wikipedia.org/wiki/Purple_Martin,https://fr.wikipedia.org/wiki/Hirondelle_noire,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/PurpleMartin_cajay.jpg/500px-PurpleMartin_cajay.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/PurpleMartin_cajay.jpg,https://xeno-canto.org/379541/download,0
Protonotaria citrea,Prothonotary Warbler,Paruline orangée,3,378,https://en.wikipedia.org/wiki/Prothonotary_Warbler,https://fr.wikipedia.org/wiki/Paruline_orang%C3%A9e,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Protonotaria-citrea-002_edit.jpg/500px-Protonotaria-citrea-002_edit.jpg,https://upload.wikimedia.org/wikipedia/commons/5/55/Protonotaria-citrea-002_edit.jpg,https://xeno-canto.org/839864/download,0
